1453,428,-1.305000,4095,1069,8.130000
1469,432,-1.245000,4095,1069,8.130000
1448,427,-1.320000,4095,1069,8.130000
1441,425,-1.350000,4095,1069,8.130000
1450,427,-1.320000,4095,1069,8.130000
1438,424,-1.365000,4095,1069,8.130000
1442,425,-1.350000,4095,1069,8.130000
1437,424,-1.365000,4095,1069,8.130000
1450,427,-1.320000,4095,1069,8.130000
1454,428,-1.305000,4095,1069,8.130000
1435,423,-1.380000,4095,1069,8.130000
1442,425,-1.350000,4095,1069,8.130000
1452,428,-1.305000,4095,1069,8.130000
1457,429,-1.290000,4095,1069,8.130000
1445,426,-1.335000,4095,1069,8.130000
1429,422,-1.395000,4095,1069,8.130000
1463,430,-1.275000,4095,1069,8.130000
1429,422,-1.395000,4095,1069,8.130000
1452,428,-1.305000,4095,1069,8.130000
1452,428,-1.305000,4095,1069,8.130000
1464,431,-1.260000,4095,1069,8.130000
1461,430,-1.275000,4095,1069,8.130000
1445,426,-1.335000,4095,1069,8.130000
1462,430,-1.275000,4095,1069,8.130000
1419,420,-1.425000,4095,1069,8.130000
1453,428,-1.305000,4095,1069,8.130000
1451,427,-1.320000,4095,1069,8.130000
1443,425,-1.350000,4095,1069,8.130000
1441,425,-1.350000,4095,1069,8.130000
1445,426,-1.335000,4095,1069,8.130000
1444,426,-1.335000,4095,1069,8.130000
1453,428,-1.305000,4095,1069,8.130000
1466,431,-1.260000,4095,1069,8.130000
1451,427,-1.320000,4095,1069,8.130000
1448,427,-1.320000,4095,1069,8.130000
1458,429,-1.290000,4095,1069,8.130000
1456,429,-1.290000,4095,1069,8.130000
1428,422,-1.395000,4095,1069,8.130000
1431,422,-1.395000,4095,1069,8.130000
1451,427,-1.320000,4095,1069,8.130000
1457,429,-1.290000,4095,1069,8.130000
1450,427,-1.320000,4095,1069,8.130000
1444,426,-1.335000,4095,1069,8.130000
101,43107,435,-1.200000,4084,1394,13.005000
1073,424,-1.365000,4094,1398,13.065000
1096,431,-1.260000,4090,1396,13.035000
1083,427,-1.320000,4095,1398,13.065000
1072,424,-1.365000,4088,1396,13.035000
1074,424,-1.365000,4077,1392,12.975000
1077,425,-1.350000,4071,1390,12.945000
1084,427,-1.320000,4090,1396,13.035000
1078,425,-1.350000,4087,1395,13.020000
1082,427,-1.320000,4063,1388,12.915000
1086,428,-1.305000,4086,1395,13.020000
1079,426,-1.335000,4049,1383,12.840000
1083,427,-1.320000,4093,1397,13.050000
1080,426,-1.335000,4091,1397,13.050000
1092,430,-1.275000,4086,1395,13.020000
1075,425,-1.350000,4095,1398,13.065000
1094,431,-1.260000,4095,1398,13.065000
1083,427,-1.320000,4083,1394,13.005000
1094,431,-1.260000,4093,1397,13.050000
1094,431,-1.260000,4090,1396,13.035000
1099,432,-1.245000,4093,1397,13.050000
1086,428,-1.305000,4094,1398,13.065000
1086,428,-1.305000,4093,1397,13.050000
1078,425,-1.350000,4095,1398,13.065000
1086,428,-1.305000,4094,1398,13.065000
1085,428,-1.305000,4086,1395,13.020000
1081,426,-1.335000,4089,1396,13.035000
1084,427,-1.320000,4094,1398,13.065000
1085,428,-1.305000,4095,1398,13.065000
1087,428,-1.305000,4095,1398,13.065000
1076,425,-1.350000,4091,1397,13.050000
1075,425,-1.350000,4094,1398,13.065000
1090,429,-1.290000,4095,1398,13.065000
1079,426,-1.335000,4085,1395,13.020000
1077,425,-1.350000,4092,1397,13.050000
1067,422,-1.395000,4082,1394,13.005000
1067,422,-1.395000,4094,1398,13.065000
1081,426,-1.335000,4090,1396,13.035000
1125,441,-1.110000,4092,1397,13.050000
1093,430,-1.275000,4092,1397,13.050000
1087,428,-1.305000,4095,1398,13.065000
1082,427,-1.320000,4072,1391,12.960000
1072,424,-1.365000,4095,1398,13.065000
1075,425,-1.350000,4082,1394,13.005000
1105,434,-1.215000,4088,1396,13.035000
1088,429,-1.290000,4092,1397,13.050000
1080,426,-1.335000,4081,1393,12.990000
1081,426,-1.335000,4093,1397,13.050000
1083,427,-1.320000,4087,1395,13.020000
1084,427,-1.320000,4095,1398,13.065000
1077,425,-1.350000,4090,1396,13.035000
1080,426,-1.335000,4095,1398,13.065000
1084,427,-1.320000,4093,1397,13.050000
1107,435,-1.200000,4074,1391,12.960000
1088,429,-1.290000,4089,1396,13.035000
1091,430,-1.275000,4094,1398,13.065000
1082,427,-1.320000,4090,1396,13.035000
1094,431,-1.260000,4094,1398,13.065000
1071,423,-1.380000,4086,1395,13.020000
1088,429,-1.290000,4092,1397,13.050000
1101,433,-1.230000,4085,1395,13.020000
1083,427,-1.320000,4094,1398,13.065000
1094,431,-1.260000,4085,1395,13.020000
1080,426,-1.335000,4090,1396,13.035000
1094,431,-1.260000,4055,1385,12.870000
1067,422,-1.395000,4082,1394,13.005000
1103,434,-1.215000,4079,1393,12.990000
1093,430,-1.275000,4067,1389,12.930000
1071,423,-1.380000,4093,1397,13.050000
1085,428,-1.305000,4081,1393,12.990000
1064,421,-1.410000,4051,1384,12.855000
1088,429,-1.290000,4073,1391,12.960000
1071,423,-1.380000,4089,1396,13.035000
1078,425,-1.350000,4088,1396,13.035000
1089,429,-1.290000,4081,1393,12.990000
1095,431,-1.260000,4081,1393,12.990000
1095,431,-1.260000,4092,1397,13.050000
1105,434,-1.215000,4090,1396,13.035000
1089,429,-1.290000,4091,1397,13.050000
1081,426,-1.335000,4084,1394,13.005000
1089,429,-1.290000,4091,1397,13.050000
1086,428,-1.305000,4072,1391,12.960000
1094,431,-1.260000,4083,1394,13.005000
1101,433,-1.230000,4094,1398,13.065000
1079,426,-1.335000,4085,1395,13.020000
1116,438,-1.155000,4094,1398,13.065000
1083,427,-1.320000,4073,1391,12.960000
1076,425,-1.350000,4094,1398,13.065000
1072,424,-1.365000,4091,1397,13.050000
1093,430,-1.275000,4085,1395,13.020000
1092,430,-1.275000,4094,1398,13.065000
1082,427,-1.320000,4066,1389,12.930000
1090,429,-1.290000,4061,1387,12.900000
1076,425,-1.350000,4091,1397,13.050000
1084,427,-1.320000,4089,1396,13.035000
1089,429,-1.290000,4075,1391,12.960000
1092,430,-1.275000,4035,1379,12.780000
1085,428,-1.305000,4094,1398,13.065000
1079,426,-1.335000,4086,1395,13.020000
1082,427,-1.320000,4093,1397,13.050000
1075,425,-1.350000,4092,1397,13.050000
1089,429,-1.290000,4093,1397,13.050000
1086,428,-1.305000,4093,1397,13.050000
1089,429,-1.290000,4076,1392,12.975000
1084,427,-1.320000,4093,1397,13.050000
1098,432,-1.245000,4095,1398,13.065000
1079,426,-1.335000,4095,1398,13.065000
1080,426,-1.335000,4092,1397,13.050000
1083,427,-1.320000,4094,1398,13.065000
1091,430,-1.275000,4055,1385,12.870000
1078,425,-1.350000,4080,1393,12.990000
1101,433,-1.230000,4084,1394,13.005000
1088,429,-1.290000,4086,1395,13.020000
1084,427,-1.320000,4089,1396,13.035000
1086,428,-1.305000,4076,1392,12.975000
1093,430,-1.275000,4091,1397,13.050000
1102,433,-1.230000,4088,1396,13.035000
1058,419,-1.440000,4075,1391,12.960000
1081,426,-1.335000,4088,1396,13.035000
1092,430,-1.275000,4092,1397,13.050000
1089,429,-1.290000,4067,1389,12.930000
1083,427,-1.320000,4093,1397,13.050000
1093,430,-1.275000,4085,1395,13.020000
1075,425,-1.350000,4085,1395,13.020000
1094,431,-1.260000,4064,1388,12.915000
1075,425,-1.350000,4094,1398,13.065000
1088,429,-1.290000,4091,1397,13.050000
1092,430,-1.275000,4093,1397,13.050000
1084,427,-1.320000,4075,1391,12.960000
1096,431,-1.260000,4089,1396,13.035000
1069,423,-1.380000,4088,1396,13.035000
1073,424,-1.365000,4074,1391,12.960000
1072,424,-1.365000,4093,1397,13.050000
1078,425,-1.350000,4084,1394,13.005000
1084,427,-1.320000,4094,1398,13.065000
1083,427,-1.320000,4064,1388,12.915000
1094,431,-1.260000,4094,1398,13.065000
1084,427,-1.320000,4062,1387,12.900000
1088,429,-1.290000,4060,1387,12.900000
1089,429,-1.290000,4092,1397,13.050000
1113,437,-1.170000,4035,1379,12.780000
1099,432,-1.245000,4066,1389,12.930000
1082,427,-1.320000,4065,1388,12.915000
1084,427,-1.320000,4066,1389,12.930000
1080,426,-1.335000,4076,1392,12.975000
1095,431,-1.260000,4081,1393,12.990000
1080,426,-1.335000,4065,1388,12.915000
1074,424,-1.365000,4095,1398,13.065000
1087,428,-1.305000,4058,1386,12.885000
1084,427,-1.320000,4093,1397,13.050000
1080,426,-1.335000,4094,1398,13.065000
1085,428,-1.305000,4079,1393,12.990000
1080,426,-1.335000,4066,1389,12.930000
1124,440,-1.125000,4067,1389,12.930000
1080,426,-1.335000,4039,1380,12.795000
1099,432,-1.245000,4084,1394,13.005000
1066,422,-1.395000,3977,1360,12.495000
1125,441,-1.110000,4047,1382,12.825000
1084,427,-1.320000,4081,1393,12.990000
1099,432,-1.245000,4081,1393,12.990000
1085,428,-1.305000,4086,1395,13.020000
1078,425,-1.350000,4085,1395,13.020000
1088,429,-1.290000,4073,1391,12.960000
1091,430,-1.275000,4012,1371,12.660000
1078,425,-1.350000,4083,1394,13.005000
1106,434,-1.215000,4058,1386,12.885000
1090,429,-1.290000,4084,1394,13.005000
1083,427,-1.320000,4044,1381,12.810000
1103,434,-1.215000,4073,1391,12.960000
1095,431,-1.260000,4090,1396,13.035000
1090,429,-1.290000,4078,1392,12.975000
1081,426,-1.335000,4085,1395,13.020000
1117,438,-1.155000,4074,1391,12.960000
1098,432,-1.245000,4060,1387,12.900000
