87862.277, +0.948, -0.108, +0.220,-8.459,8.460,1.820
87863.344, +0.336, +0.336, -0.176,-8.415,8.175,1.500
87864.404, +0.336, +0.132, +0.132,-8.504,9.720,1.940
87865.470, -0.476, -0.292, -0.140,-8.426,9.585,1.820
87866.532, -0.896, +0.044, -0.220,-8.570,8.040,1.720
87867.600, -0.596, -0.008, +0.044,-8.570,7.770,1.820
87869.014, -0.228, -0.068, -0.012,-8.526,7.050,1.740
87870.080, +0.972, -0.156, +0.120,-8.537,9.360,1.740
87871.142, +0.968, -0.096, +0.128,-8.593,9.060,1.920
87872.208, +0.252, +0.240, -0.080,-8.426,8.115,1.980
87873.270, -0.024, +0.060, -0.004,-8.559,8.415,1.820
87874.334, -1.096, -0.156, -0.152,-8.370,7.200,1.780
87875.396, -0.744, -0.248, -0.120,-8.426,7.380,1.880
87876.462, -0.032, -0.072, -0.032,-8.537,7.950,1.500
87877.522, +0.240, -0.008, -0.108,-8.426,8.445,2.120
87878.586, +0.764, +0.280, +0.296,-8.448,9.630,1.740
87879.649, +1.008, +0.096, -0.112,-8.526,9.720,1.800
87880.714, +0.120, +0.408, -0.124,-8.570,8.415,1.980
87881.776, -0.076, -0.236, +0.016,-8.470,8.460,1.600
87882.841, -0.820, +0.200, -0.044,-8.359,6.930,1.500
87883.901, -1.088, -0.180, -0.024,-8.648,7.875,1.920
87884.967, +0.000, +0.016, -0.044,-8.570,8.400,2.160
87886.019, +0.440, -0.048, +0.084,-8.582,8.655,1.860
87887.085, +1.076, +0.216, +0.048,-8.493,8.265,2.040
87888.146, +0.772, +0.216, -0.104,-8.526,8.430,1.960
87889.213, +0.316, +0.300, +0.088,-8.582,8.055,1.740
87890.275, -0.452, +0.172, -0.244,-8.659,7.755,1.660
87891.341, -1.052, -0.268, +0.068,-8.470,7.815,2.160
87892.405, -0.696, +0.364, +0.140,-8.570,7.965,1.820
87893.471, -0.096, -0.316, -0.100,-8.370,7.875,1.720
87894.534, +0.344, +0.312, -0.008,-8.548,7.605,1.600
87895.599, +0.824, +0.092, +0.108,-8.470,7.305,2.200
87896.661, +0.512, +0.096, +0.112,-8.359,7.935,1.620
87897.726, +0.352, +0.016, +0.084,-8.604,7.815,1.920
87898.786, -0.692, -0.096, +0.032,-8.415,8.205,2.200
87899.852, -1.384, -0.560, -0.072,-8.726,8.850,1.900
87900.914, -0.376, +0.264, -0.132,-8.526,7.755,1.860
87901.980, +0.112, -0.380, +0.040,-8.493,7.530,1.840
87903.041, +0.740, +0.240, -0.064,-8.570,8.625,1.680
87904.107, +0.864, -0.128, +0.028,-8.481,8.205,2.360
87905.170, +0.728, +0.388, -0.012,-8.448,9.210,2.040
87906.235, -0.284, -0.256, -0.172,-8.381,9.180,2.120
87907.304, -0.284, +0.112, +0.088,-8.515,7.695,2.180
87908.371, -1.076, -0.256, -0.160,-8.470,7.905,2.180
87909.433, -0.824, +0.000, +0.036,-8.381,8.190,2.240
87910.489, +0.220, -0.184, -0.076,-8.504,6.930,1.740
87911.550, +0.380, +0.116, -0.140,-8.481,7.230,2.340
87912.616, +0.952, +0.308, +0.352,-8.459,7.635,2.560
87913.678, +0.148, +0.300, -0.188,-8.481,7.155,2.200
87914.745, -0.316, +0.164, +0.048,-8.470,7.830,1.500
87915.806, -0.800, +0.092, +0.068,-8.426,7.605,1.600
87916.874, -1.072, -0.096, -0.148,-8.626,7.875,1.820
87917.936, -0.060, +0.084, +0.216,-8.481,7.455,2.260
87919.001, +0.380, -0.140, -0.056,-8.570,7.305,1.940
87920.062, +1.000, -0.004, +0.124,-8.704,7.815,1.940
87921.126, +1.000, +0.052, +0.140,-8.570,7.575,1.820
87922.187, +0.660, +0.072, -0.128,-8.437,7.605,1.820
87923.254, +0.044, -0.220, -0.036,-8.426,6.765,2.140
87924.314, -0.628, -0.148, -0.044,-8.504,6.870,1.700
87925.733, -0.876, -0.128, -0.132,-8.559,9.075,1.840
87926.795, +0.452, +0.012, +0.028,-8.537,7.785,1.880
87927.860, +0.408, +0.020, +0.020,-8.504,8.355,1.880
87928.920, +0.948, +0.296, +0.292,-8.426,6.855,1.840
87929.986, +0.724, -0.084, -0.028,-8.515,7.155,1.620
87931.048, -0.480, +0.136, +0.004,-8.593,7.755,1.560
87932.112, -0.664, -0.232, -0.116,-8.415,6.870,1.760
87933.173, -0.976, -0.112, -0.044,-8.570,8.970,2.040
87934.239, -0.560, +0.096, -0.108,-8.370,8.595,2.180
87935.302, -0.260, +0.052, +0.140,-8.537,8.400,1.900
87936.368, +0.472, -0.164, +0.208,-8.559,8.535,1.700
87937.436, +0.952, +0.044, +0.024,-8.659,7.935,1.760
87938.501, +0.788, +0.016, -0.052,-8.370,7.335,2.040
87939.562, +0.204, -0.072, +0.112,-8.426,7.620,2.120
87940.628, -0.560, +0.112, -0.208,-8.570,7.335,2.000
87941.690, -0.968, -0.108, -0.072,-8.515,8.640,2.160
87942.756, -0.264, -0.024, +0.076,-8.504,8.850,1.960
87943.817, +0.140, -0.100, +0.024,-8.615,9.030,1.580
87944.882, +0.792, -0.016, +0.040,-8.415,8.790,1.860
87945.943, +0.884, +0.224, +0.196,-8.448,7.080,1.980
87947.011, +0.312, +0.348, -0.084,-8.481,7.080,1.880
87948.071, -0.480, +0.124, -0.112,-8.459,7.260,1.980
87949.137, -0.640, +0.020, -0.080,-8.448,7.605,2.000
87950.197, -0.640, -0.188, -0.040,-8.559,8.850,1.940
87951.261, -0.672, +0.188, -0.140,-8.559,8.835,2.120
87952.324, -0.072, -0.080, +0.232,-8.504,8.850,2.020
87953.389, +0.764, -0.164, +0.164,-8.314,6.870,1.720
87954.452, +0.800, +0.264, -0.008,-8.426,6.765,1.820
87955.516, +0.424, -0.108, +0.060,-8.648,8.415,1.560
87956.578, -0.580, -0.116, -0.164,-8.526,8.190,2.040
87957.645, -0.812, -0.012, -0.188,-8.570,9.225,1.820
87958.706, -0.664, -0.236, +0.088,-8.448,8.985,1.500
87959.770, -0.164, -0.104, -0.108,-8.415,9.225,1.940
87960.833, +0.484, +0.068, +0.180,-8.504,9.075,1.660
87961.898, +0.944, -0.248, +0.028,-8.426,6.855,1.700
87962.960, +0.452, +0.224, +0.020,-8.515,6.765,2.020
87964.025, +0.452, +0.320, -0.048,-8.537,7.605,1.900
87965.086, -0.464, -0.148, -0.048,-8.314,7.530,1.800
87966.152, -0.924, -0.004, -0.008,-8.615,9.225,1.600
87967.215, -0.788, -0.196, -0.172,-8.515,9.195,1.940
87968.281, -0.696, -0.132, +0.056,-8.593,8.790,2.020
87969.342, +0.568, +0.068, +0.108,-8.570,8.790,2.140
87970.409, +0.980, +0.184, +0.128,-8.548,6.435,1.900
87971.471, +0.576, -0.148, -0.040,-8.481,6.690,2.180
87972.537, +0.108, +0.004, +0.032,-8.559,8.190,1.880
87973.598, -0.684, -0.332, -0.200,-8.426,8.385,1.900
87974.664, -1.028, -0.428, -0.008,-8.548,8.475,1.580
87975.726, -0.420, -0.228, -0.168,-8.426,8.565,1.840
87976.792, +0.124, -0.092, -0.036,-8.481,8.790,1.840
87977.852, +0.740, +0.112, +0.080,-8.470,6.660,2.080
87978.918, +0.924, +0.168, +0.164,-8.615,6.645,1.940
87979.980, +0.840, +0.292, -0.056,-8.526,7.635,1.660
87981.045, +0.320, +0.264, -0.028,-8.415,8.040,2.060
87982.106, -0.672, +0.072, -0.152,-8.737,8.205,1.680
87983.171, -0.888, +0.028, -0.020,-8.537,7.845,1.920
87984.232, -0.492, +0.092, -0.036,-8.537,8.685,1.560
87985.297, -0.080, +0.032, -0.016,-8.570,8.925,1.760
87986.359, +0.956, -0.184, +0.064,-8.470,7.830,1.740
87987.430, +0.832, -0.024, +0.164,-8.570,8.400,2.200
87988.494, +0.568, +0.300, -0.052,-8.481,8.190,2.000
87989.559, -0.008, -0.212, +0.084,-8.526,7.935,2.020
87990.618, -0.884, +0.068, -0.156,-8.570,8.970,1.880
87991.685, -1.032, -0.372, -0.108,-8.481,8.460,2.040
