þ257949.859, -1.192, -0.416, -0.160,-8.537,8.880,2.100
257950.928, -0.320, +0.248, +0.080,-8.303,8.535,2.000
257951.990, +0.420, -0.196, +0.084,-8.548,6.420,1.840
257953.056, +0.420, +0.208, +0.028,-8.570,7.200,2.140
257954.120, +0.852, -0.288, +0.036,-8.570,7.140,1.900
257955.186, +0.668, +0.300, -0.096,-8.370,6.780,1.920
257956.250, -0.512, -0.264, -0.092,-8.403,8.820,2.100
257957.676, -0.484, -0.044, -0.020,-8.470,8.550,1.880
257958.738, -1.208, +0.456, -0.124,-8.481,8.790,2.120
257959.805, -0.212, -0.264, +0.092,-8.259,8.610,1.720
257960.868, +0.668, +0.420, +0.048,-8.437,7.185,2.020
257961.935, +0.792, -0.080, +0.080,-8.537,7.335,2.220
257962.997, +0.660, +0.236, +0.008,-8.481,6.465,1.860
257964.064, -0.184, +0.164, +0.008,-8.626,6.810,1.680
257965.126, -0.668, +0.064, +0.056,-8.470,7.830,1.880
257966.193, -0.996, -0.308, -0.012,-8.515,7.860,1.640
257967.260, -0.388, +0.056, -0.072,-8.426,8.850,1.800
257968.327, -0.388, -0.356, +0.112,-8.593,7.890,2.080
257969.391, +0.636, -0.120, +0.004,-8.504,8.130,1.740
257970.457, +0.968, -0.060, +0.196,-8.403,7.605,1.700
257971.520, +0.732, +0.112, -0.004,-8.370,7.290,2.000
257972.939, +0.612, -0.184, +0.020,-8.515,7.560,1.720
257974.002, -0.760, +0.012, -0.092,-8.570,7.260,2.100
257975.070, -1.120, -0.220, -0.184,-8.415,9.120,1.720
257976.133, -0.188, -0.132, +0.060,-8.270,9.225,1.880
257977.206, +0.536, +0.200, +0.044,-8.570,9.555,2.260
257978.270, +0.792, +0.236, +0.044,-8.392,8.610,1.820
257979.336, +0.868, +0.260, +0.132,-8.259,6.420,1.880
257980.399, -0.004, +0.244, +0.044,-8.481,6.795,1.880
257981.465, -0.764, -0.152, -0.128,-8.537,7.290,2.000
257982.528, -0.888, -0.204, +0.088,-8.370,9.195,1.880
257983.594, -0.888, -0.252, -0.240,-8.348,8.865,2.180
257984.658, -0.632, -0.020, +0.024,-8.626,8.730,2.040
257985.725, +0.172, -0.060, +0.160,-8.515,8.505,2.060
257986.788, +0.876, -0.204, +0.108,-8.504,6.840,1.880
257987.854, +0.852, -0.116, +0.004,-8.381,7.590,2.040
257988.915, +0.540, +0.280, -0.040,-8.270,7.575,1.980
257989.983, -0.740, -0.252, -0.212,-8.481,6.795,1.840
257991.048, -0.592, +0.264, -0.104,-8.526,8.415,1.800
257992.116, -0.424, +0.120, -0.152,-8.459,8.415,1.820
257993.179, +0.036, +0.068, -0.104,-8.437,8.400,2.060
257994.245, +0.860, +0.084, -0.040,-8.270,8.235,1.980
257995.308, +0.876, +0.292, +0.180,-8.403,7.080,2.020
257996.375, +0.696, +0.376, -0.084,-8.493,7.605,1.740
257997.441, -0.220, +0.192, +0.096,-8.426,6.420,1.880
257998.508, -0.840, +0.028, -0.060,-8.415,6.765,1.960
257999.570, -0.596, -0.312, +0.020,-8.426,8.625,1.880
258000.638, -0.760, -0.040, -0.104,-8.270,8.130,1.960
258001.700, -0.464, -0.104, +0.036,-8.370,8.820,1.900
258002.766, +0.648, -0.140, +0.264,-8.403,8.775,1.740
258003.830, +0.948, +0.228, +0.024,-8.548,7.365,1.840
258004.898, +0.556, -0.064, +0.048,-8.548,7.035,1.920
258005.960, -0.364, -0.200, -0.052,-8.314,6.795,2.080
258007.030, -0.824, +0.072, -0.240,-8.470,9.270,2.180
258008.093, -0.768, -0.292, -0.084,-8.459,9.300,1.500
258009.158, -0.480, +0.004, -0.032,-8.426,8.775,1.660
258010.219, +0.392, +0.288, +0.096,-8.481,8.610,1.880
258011.285, +0.828, +0.104, +0.108,-8.437,7.995,1.900
258012.347, +0.760, +0.244, +0.044,-8.270,7.830,2.020
258013.414, +0.760, +0.280, -0.020,-8.426,7.050,1.500
258014.475, -0.144, -0.092, -0.076,-8.370,7.200,2.040
258015.542, -0.624, -0.064, -0.108,-8.359,8.235,1.660
258016.609, -1.128, -0.228, +0.012,-8.403,7.830,2.160
258018.032, -0.436, -0.148, +0.096,-8.415,8.805,1.820
258019.095, +0.108, -0.012, +0.088,-8.470,8.715,2.060
258020.162, +0.876, -0.332, +0.132,-7.981,8.055,1.880
258021.223, +0.580, -0.084, -0.060,-8.470,7.935,2.040
258022.289, +0.208, -0.192, -0.040,-8.570,6.600,1.760
258023.351, -0.848, -0.164, -0.236,-8.381,7.530,1.880
258024.419, -1.084, +0.076, -0.140,-8.426,7.185,2.200
258025.482, -0.360, -0.272, +0.004,-8.570,8.610,1.900
258026.554, -0.104, +0.204, -0.172,-8.426,8.640,1.520
258027.618, +0.756, -0.204, +0.220,-8.426,7.635,1.860
258028.684, +0.756, +0.336, +0.164,-8.426,7.800,1.680
258029.747, +0.448, +0.444, -0.032,-8.415,8.790,1.860
258030.815, +0.404, -0.088, +0.056,-8.392,8.430,1.660
258031.877, -0.748, -0.168, +0.028,-8.314,7.845,1.580
258032.945, -0.856, -0.192, -0.064,-8.526,7.890,1.880
258034.008, -0.440, -0.100, -0.012,-8.670,8.520,1.700
258035.075, +0.148, -0.116, -0.008,-8.481,8.775,2.120
258036.138, +0.640, +0.116, +0.092,-8.403,8.355,1.860
258037.208, +0.784, -0.020, +0.136,-8.437,8.010,1.780
258038.271, +0.604, +0.040, -0.196,-8.314,8.190,1.820
258039.337, -0.380, -0.260, -0.064,-8.659,7.995,2.020
258040.400, -0.608, +0.096, -0.184,-8.470,8.220,1.960
258041.467, -0.664, -0.096, -0.172,-8.426,8.130,1.920
258042.530, -0.264, +0.088, +0.120,-8.403,7.935,1.720
258043.596, +0.308, +0.156, +0.048,-8.415,7.935,2.240
258044.659, +0.308, +0.032, +0.172,-8.693,7.785,1.880
258045.726, +0.904, +0.248, -0.112,-8.537,8.265,2.080
258046.789, +0.376, +0.568, -0.044,-8.359,8.445,1.980
258047.855, -0.240, -0.288, +0.180,-8.426,8.790,1.840
258048.918, -0.528, +0.316, -0.168,-8.481,8.490,1.760
258049.985, -1.220, -0.252, -0.072,-8.593,7.830,2.120
258051.049, -0.112, -0.300, +0.060,-8.481,8.400,1.740
258052.116, +0.144, +0.008, -0.004,-8.582,7.575,1.540
258053.176, +1.088, -0.088, +0.196,-8.392,7.785,1.920
258054.241, +0.868, -0.208, -0.004,-8.426,8.430,1.720
258055.304, +0.352, +0.064, -0.004,-8.481,8.025,2.000
258056.368, -0.496, -0.336, -0.012,-8.303,8.490,1.980
258057.437, -0.952, -0.360, -0.236,-8.526,8.670,1.920
258058.504, -0.668, -0.180, -0.136,-8.570,8.610,1.960
258059.568, -0.132, -0.304, -0.108,-8.314,8.790,1.700
258060.636, -0.040, +0.300, -0.024,-8.537,7.470,1.940
258061.697, +0.904, +0.132, +0.176,-8.237,7.740,1.900
258062.764, +0.888, +0.480, -0.032,-8.481,7.875,2.000
258063.827, +0.120, +0.172, -0.148,-8.437,8.190,1.940
258064.895, -0.212, -0.124, -0.016,-8.481,8.940,1.660
258065.959, -1.060, +0.088, -0.064,-8.537,8.745,1.820
258067.027, -0.508, -0.036, -0.016,-8.570,8.370,2.100
258068.090, +0.016, -0.304, +0.148,-8.515,8.460,1.920
258069.156, +0.704, +0.268, +0.000,-8.370,7.305,2.040
258070.209, +0.952, -0.160, +0.180,-8.537,9.195,1.820
258071.276, +0.648, +0.216, -0.116,-8.526,8.340,1.500
258072.338, -0.312, -0.156, -0.036,-8.537,7.965,2.040
258073.405, -0.564, -0.424, -0.136,-8.459,8.070,2.180
258074.470, -0.564, -0.056, -0.092,-8.403,7.080,1.820
258075.536, -0.684, -0.008, +0.040,-8.426,7.605,1.740
258076.604, -0.456, +0.004, -0.060,-8.526,7.620,1.880
258077.668, +0.200, +0.016, +0.000,-8.370,7.230,2.140
258079.076, +0.828, +0.280, +0.188,-8.392,8.475,2.120
258080.144, +0.268, +0.540, -0.112,-8.426,8.280,1.940
258081.209, -0.444, -0.208, -0.064,-8.559,7.770,1.940
258082.277, -0.932, +0.028, +0.064,-8.481,7.785,1.840
258083.340, -1.016, -0.180, -0.180,-8.548,7.365,1.660
258084.408, -0.136, -0.004, +0.208,-8.448,7.170,2.080
258085.470, +0.460, -0.080, +0.088,-8.448,8.340,1.980
258086.536, +0.976, +0.124, +0.208,-8.426,8.235,2.160
258087.602, +0.672, -0.236, +0.132,-8.415,7.815,2.000
258088.668, +0.056, -0.012, -0.036,-8.426,8.070,2.120
258089.730, +0.056, -0.228, +0.000,-8.448,7.680,1.780
258090.787, -0.516, +0.092, -0.096,-8.403,7.815,1.980
258091.850, -1.088, -0.164, -0.120,-8.526,7.740,2.020
258092.918, -0.024, +0.008, +0.144,-8.426,8.040,1.900
258093.979, +0.336, +0.060, +0.044,-8.381,7.620,1.720
